-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|CDoc|EL|ProvFijo  |Sol.pedido|Pos.|Fe.solic. |Material |Creado por|Texto breve                             |Pedido    |Cantidad|  PrecioVal.|  Valor tot.|Ce. |GCp||B|Gestores    |Lib|Modif.el  |CeSu|Fe.entrega|Fondo|
|ZSU3|R2|79465123  |1300139104|  10|26.03.2025|80038759 |ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |      1 |      2.315 |      2.315 |CA15|RD2|| |            |2  |27.03.2025|    |20250403  |     |
|ZSU3|R2|80857939  |1300139099|  10|25.03.2025|80035263 |ADMCC_POD |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      5 |    842.400 |  4.212.000 |CA15|RD2|| |            |2  |26.03.2025|    |20250402  |     |
|ZSU3|R2|79465123  |1300139102|  10|25.03.2025|80038759 |ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |      3 |      2.315 |      6.945 |CA15|RD2|| |            |2  |27.03.2025|    |20250402  |     |
|ZSU3|R2|          |1300139102|  20|25.03.2025|80035263 |ADMCC_POD |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      6 |    842.400 |  5.054.400 |CA15|RD2|| |            |2  |27.03.2025|    |20250402  |     |
|ZSUA|BR|79465123  |1300139090|  10|19.03.2025|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      2 |    842.400 |  1.684.800 |CE53|RC2|| |            |2  |19.03.2025|    |20250327  |     |
|ZSU3|R2|80857939  |1300139093|  10|19.03.2025|80035263 |ADMCC_POD |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CA15|RD2|| |            |2  |25.03.2025|    |20250327  |     |
|ZSUA|BR|79465123  |1300139089|  10|18.03.2025|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CE53|RC2|| |            |2  |18.03.2025|    |20250326  |     |
|ZSUA|BR|79465123  |1300139086|  10|14.03.2025|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      2 |    842.400 |  1.684.800 |CE53|RC2|| |            |2  |14.03.2025|    |20250322  |     |
|ZSUA|BR|          |1300139073|  20|12.03.2025|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CE53|RC2|| |            |2  |12.03.2025|    |20250313  |     |
|ZSUA|BR|79465123  |1300139074|  10|12.03.2025|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CE53|RC2|| |            |2  |12.03.2025|    |20250320  |     |
|ZSUA|BR|79465123  |1300139076|  10|12.03.2025|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CE53|RC2|| |            |2  |12.03.2025|    |20250320  |     |
|ZSU3|R2|          |1300138923|  10|01.11.2024|80038763 |ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |      1 |     17.173 |     17.173 |CA15|RD2|| |ADMCC_POD   |2  |12.03.2025|    |20241109  |     |
|ZSU3|R2|          |1300138923|  20|01.11.2024|80038764 |ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      1 |      5.479 |      5.479 |CA15|RD2|| |ADMCC_POD   |2  |12.03.2025|    |20241109  |     |
|ZSU3|R2|80857939  |1300138923|  30|01.11.2024|80035263 |ADMCC_POD |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CA15|RD2|| |ADMCC_POD   |2  |12.03.2025|    |20241109  |     |
|ZSUA|BR|          |1300138716|  20|12.09.2024|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CE53|RC2|| |            |2  |12.09.2024|    |20240920  |     |
|ZSU3|BR|          |1300138711|  10|11.09.2024|80035263 |GONZFERN  |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      1 |    842.400 |    842.400 |CA15|RC2|| |            |2  |11.09.2024|    |20240911  |     |
|ZSU3|BR|          |1300138711|  20|11.09.2024|80039429 |GONZFERN  |AYB TAMAL MINI 300 GR L.GUSTOSIT        |          |      1 |      6.300 |      6.300 |CA15|RC2|| |            |2  |11.09.2024|    |20240911  |     |
|ZSU3|BR|          |1300138689|  20|30.08.2024|80035263 |ADMCC_POD |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      3 |    842.400 |  2.527.200 |CA27|RC2|| |            |2  |30.08.2024|    |20240907  |     |
|ZSU3|BR|80857939  |1300138689|  10|29.08.2024|80035263 |ADMCC_POD |PHOTO VIDEO BOOTH 360° 2H SAONA         |          |      2 |    842.400 |  1.684.800 |CA27|RC2|| |ADMCC_POD   |2  |30.08.2024|    |20240907  |     |
|ZSUA|2C|          |1300138638|  10|14.08.2024|80025955 |GONZFERN  |ROMPEFILAS C/U M.TIME                   |          |     30 |     16.366 |    490.980 |CE53|C54|| |SECO        |2  |14.08.2024|    |20240829  |     |
|ZSUA|2C|          |1300138639|  10|14.08.2024|80025955 |GONZFERN  |ROMPEFILAS C/U M.TIME                   |          |     20 |     16.366 |    327.320 |CE53|C54|| |            |2  |14.08.2024|    |20240829  |     |
|ZSUA|2C|          |1300138634|  10|08.08.2024|80025955 |GONZFERN  |ROMPEFILAS C/U M.TIME                   |          |     20 |     16.366 |    327.320 |CE53|C54|| |            |2  |08.08.2024|    |20240829  |     |
|ZSUA|RA|          |1300138601|  10|25.07.2024|80027017 |GONZFERN  |SERVICIO DE STREAMING E INTERNET        |          |     20 |      3.500 |     70.000 |CE53|RD4|| |            |2  |25.07.2024|    |20240903  |     |
|ZSU3|7D|          |1300138546|  50|15.07.2024|80001082 |EDWIESSU  |BOTONES PUBLICITARIOS                   |          |      3 |          0 |          0 |CA14|RD4|| |            |2  |17.07.2024|    |20240723  |     |
|ZSUA|D8|          |1300138564|  50|15.07.2024|80001082 |EDWIESSU  |BOTONES PUBLICITARIOS                   |          |      3 |      1.000 |      3.000 |CA14|RD4|| |            |2  |06.08.2024|    |20240723  |     |
|ZSU3|7D|          |1300138546|  30|12.07.2024|80001010 |EDWIESSU  |ESPECTACULOS  TEATRALES DE MIMOS        |          |      3 |     22.000 |     66.000 |CA14|RD4|| |            |2  |24.07.2024|    |20240801  |     |
|ZSUA|D8|          |1300138564|  10|12.07.2024|80018409 |EDWIESSU  |GALLETERIA                              |          |      1 |     10.000 |     10.000 |CA48|RD4|| |EDWIESSU    |2  |06.08.2024|    |20240726  |     |
|ZSUA|D8|          |1300138564|  20|12.07.2024|80018410 |EDWIESSU  |ALFAJOR DIAMETRO 7 CM CON LOGO EMPRESARI|          |      7 |     20.000 |    140.000 |CA48|RC2|| |EDWIESSU    |2  |06.08.2024|    |20240720  |     |
|ZSUA|D8|          |1300138564|  30|12.07.2024|80001010 |EDWIESSU  |ESPECTACULOS  TEATRALES DE MIMOS        |          |      3 |        100 |        300 |CA14|RD4|| |            |2  |06.08.2024|    |20240720  |     |
|ZSUA|BR|          |1300138566|  10|12.07.2024|80018409 |EDWIESSU  |GALLETERIA                              |          |      4 |     10.000 |     40.000 |CA48|RC2|| |EDWIESSU    |2  |16.07.2024|    |20240720  |     |
|ZSUA|BR|          |1300138566|  20|12.07.2024|80018410 |EDWIESSU  |ALFAJOR DIAMETRO 7 CM CON LOGO EMPRESARI|          |      7 |     20.000 |    140.000 |CA48|RC2|| |EDWIESSU    |2  |16.07.2024|    |20240720  |     |
|ZSUA|RA|          |1300138545|  20|11.07.2024|80001099 |EDWIESSU  |TRANSPORTE PISCILAGO PERSONAL           |          |      1 |          2 |          2 |CA12|RD4|| |            |2  |11.07.2024|    |20240711  |     |
|ZSU3|7D|          |1300138546|  10|11.07.2024|80018409 |GONZFERN  |GALLETERIA                              |          |      5 |          0 |          0 |CA48|RC2|| |            |2  |24.07.2024|    |20240801  |     |
|ZSU3|7D|          |1300138546|  20|11.07.2024|80001015 |EDWIESSU  |ESPECTACULOS STAND UP COMEDY            |          |     22 |          0 |          0 |CE53|H08|| |            |2  |17.07.2024|    |20240711  |     |
|ZSUA|RA|          |1300138545|  10|10.07.2024|80001010 |GONZFERN  |ESPECTACULOS  TEATRALES DE MIMOS        |          |     10 |          1 |         10 |CA12|RD4|| |            |2  |11.07.2024|    |20240711  |     |
|ZSUA|RA|          |1300138544|  10|08.07.2024|80001015 |GONZFERN  |ESPECTACULOS STAND UP COMEDY            |          |      1 |         10 |         10 |CA65|RD4|| |            |2  |08.07.2024|    |20240709  |     |
|ZSUA|RA|          |1300138543|  10|05.07.2024|80001015 |GONZFERN  |ESPECTACULOS STAND UP COMEDY            |          |      1 |     10.000 |     10.000 |CA65|RD4|| |            |2  |05.07.2024|    |20240706  |     |
|ZSUA|RA|          |1300138542|  10|04.07.2024|80001015 |GONZFERN  |ESPECTACULOS STAND UP COMEDY            |          |      1 |      1.000 |      1.000 |CA65|RD4|| |            |2  |04.07.2024|    |20240705  |     |
|ZSOL|RA|          |50987923  |  10|02.07.2024|80001015 |GONZFERN  |ESPECTACULOS STAND UP COMEDY            |          |      1 |         10 |         10 |CA65|RD4|| |            |2  |02.07.2024|    |20240703  |     |
|ZSUA|RA|          |1300138541|  10|02.07.2024|80001015 |GONZFERN  |ESPECTACULOS STAND UP COMEDY            |          |      1 |         10 |         10 |CA65|RD4|| |            |2  |02.07.2024|    |20240703  |     |
|ZSOL|RA|860050005 |50986663  |  50|05.06.2024|80036796 |CARLSANCCA|AYB MEDALLON CARNE P. JAIME DUQUE       |          |      1 |     28.148 |     28.148 |CA65|RD4|| |            |2  |05.06.2024|    |20240607  |     |
|ZSU3|BR|19437583  |1300138180|  10|05.06.2024|80027832 |ANGEVERMAR|4 HORAS CURSO HASTA 30 PAX              |          |      5 |    360.000 |  1.800.000 |CA48|RC2|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|B5|900923601 |1300138494|  10|05.06.2024|80024197 |KAREMATAMA|SERVICIO DE VEEDURIA 4 HORAS            |          |      4 |     93.814 |    375.256 |CE53|C55|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|B5|900923601 |1300138494|  20|05.06.2024|80024199 |KAREMATAMA|SERVICIO DE VEEDURIA 6 HORAS            |          |      2 |    116.908 |    233.816 |CE53|C55|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|B5|900923601 |1300138494|  30|05.06.2024|80024197 |KAREMATAMA|SERVICIO DE VEEDURIA 4 HORAS            |          |      1 |     93.814 |     93.814 |CE53|C55|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|B5|900553044 |1300138494|  40|05.06.2024|80024197 |KAREMATAMA|SERVICIO DE VEEDURIA 4 HORAS            |          |      4 |     93.814 |    375.256 |CE53|C55|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|B5|901579385 |1300138494|  50|05.06.2024|80024200 |KAREMATAMA|SERVICIO DE VEEDURIA 7 Y 8 HORAS        |          |      5 |    128.454 |    642.270 |CE53|C55|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|B5|901579385 |1300138494|  60|05.06.2024|80024197 |KAREMATAMA|SERVICIO DE VEEDURIA 4 HORAS            |          |      3 |     93.814 |    281.442 |CE53|C55|| |            |2  |05.06.2024|    |20240605  |     |
|ZSOL|RA|          |50985613  |  80|04.06.2024|80004675 |VALEMARH  |SERVICIO DE MESEROS DIURNO - EXT        |          |      1 |          1 |          1 |CA65|RD4|| |            |2  |05.06.2024|    |20240520  |     |
|ZSU3|RA|80857939  |1300138170|  10|04.06.2024|80035220 |CAMIGUZCAS|CANTANTE SOLISTA MÚSICA POPULAR 1H SAONA|          |      2 |    818.347 |  1.636.694 |CA65|RD4|| |            |2  |04.06.2024|    |20240619  |     |
|ZSU3|RA|80857939  |1300138170|  20|04.06.2024|80026342 |CAMIGUZCAS|SONIDO BASICO M.SONIDO                  |          |      1 |    469.786 |    469.786 |CA65|RD4|| |            |2  |04.06.2024|    |20240619  |     |
|ZSU3|R2|80857939  |1300138173|  10|04.06.2024|80035188 |JESIAYZI  |GRUPO MUSICAL 3 INTEGRANTES 1H SAONA    |          |      2 |    503.598 |  1.007.196 |CA15|RD2|| |            |2  |04.06.2024|    |20240609  |     |
|ZSU3|R2|80857939  |1300138173|  20|04.06.2024|80035188 |JESIAYZI  |GRUPO MUSICAL 3 INTEGRANTES 1H SAONA    |          |      2 |    503.598 |  1.007.196 |CA15|RD2|| |            |2  |04.06.2024|    |20240616  |     |
|ZSU3|R2|80857939  |1300138173|  30|04.06.2024|80035188 |JESIAYZI  |GRUPO MUSICAL 3 INTEGRANTES 1H SAONA    |          |      2 |    503.598 |  1.007.196 |CA15|RD2|| |            |2  |04.06.2024|    |20240623  |     |
|ZSU3|R2|80857939  |1300138173|  40|04.06.2024|80035188 |JESIAYZI  |GRUPO MUSICAL 3 INTEGRANTES 1H SAONA    |          |      2 |    503.598 |  1.007.196 |CA15|RD2|| |            |2  |04.06.2024|    |20240630  |     |
|ZSU3|R2|80857939  |1300138173|  50|04.06.2024|80035188 |JESIAYZI  |GRUPO MUSICAL 3 INTEGRANTES 1H SAONA    |          |      2 |    503.598 |  1.007.196 |CA15|RD2|| |            |2  |04.06.2024|    |20240707  |     |
|ZSUA|A3|900420798 |1300138175|  10|04.06.2024|80042372 |ROLALOPL  |ANTENAS/POSTE PARA VOLEIBOL (INV)       |          |      1 |    890.000 |    890.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240607  |     |
|ZSU3|AJ|900923601 |1300138328|  10|04.06.2024|80024197 |KAREMATAMA|SERVICIO DE VEEDURIA 4 HORAS            |          |      4 |     93.814 |    375.256 |CC13|BLO|| |            |2  |19.12.2025|    |20240605  |     |
|ZSU3|AJ|900923601 |1300138328|  20|04.06.2024|80024200 |KAREMATAMA|SERVICIO DE VEEDURIA 7 Y 8 HORAS        |          |     10 |    128.454 |  1.284.540 |CC13|BLO|| |            |2  |19.12.2025|    |20240605  |     |
|ZSU3|AJ|900923601 |1300138328|  30|04.06.2024|80016724 |KAREMATAMA|SERVICIO HORA ADICIONAL VEEDURIA        |          |      8 |      8.083 |     64.664 |CC13|BLO|| |            |2  |19.12.2025|    |20240605  |     |
|ZSU3|RA|          |1300138329|  10|04.06.2024|80027403 |ADRIPCAM  |ROYAL FILMS BONOS 2D 50-500             |          |     50 |      9.000 |    450.000 |CA65|RD4|| |            |2  |04.06.2024|    |20240607  |     |
|ZSU3|A3|860007386 |1300138330|  10|04.06.2024|80038809 |MARIVERRAM|ALQUILER PISCINA CARRIL L-S U.ANDES     |          |      8 |    185.639 |  1.485.112 |CA82|RD5|| |            |2  |05.06.2024|    |20240607  |     |
|ZSU3|A3|900661108 |1300138331|  10|04.06.2024|80026291 |MARIVERRAM|CLAS GRUPAL Y/O PAUS ACT PER. URB. 1 HR |          |     18 |     73.364 |  1.320.552 |CA82|RD5|| |            |2  |05.06.2024|    |20240607  |     |
|ZSU3|A3|830033206 |1300138332|  10|04.06.2024|80036893 |JORGPINM  |INSCRIP PLAN MENSUAL CLASSIC BODYTECH   |          |      6 |    105.000 |    630.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|A3|830033206 |1300138332|  20|04.06.2024|80036891 |JORGPINM  |INSCRIP PLAN MENSUAL ONE BODYTECH       |          |      1 |    130.000 |    130.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|A3|830033206 |1300138332|  30|04.06.2024|80036890 |JORGPINM  |INSCRIP PLAN MENSUAL ONE PLUS BODYTECH  |          |      4 |    145.000 |    580.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|A3|830033206 |1300138332|  40|04.06.2024|80036889 |JORGPINM  |INSCRIP PLAN MENSUAL PLATINO BODYTECH   |          |      1 |    200.000 |    200.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|A3|830033206 |1300138332|  50|04.06.2024|80036892 |JORGPINM  |INSCRIP PLAN MENSUAL PREMIUM BODYTECH   |          |      5 |    115.000 |    575.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|A3|830033206 |1300138332|  60|04.06.2024|80036894 |JORGPINM  |INSCRIP PLAN MENSUAL SUPER BODYTECH     |          |      2 |     95.000 |    190.000 |CA82|RD5|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|R2|830063471 |1300138386|  10|04.06.2024|80029388 |DEIBREYG  |VIDEO BEAM  4,500 A 5 000 LM W-XGA S.AUD|          |      1 |    437.120 |    437.120 |CA15|RD2|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|R2|830063471 |1300138386|  20|04.06.2024|80029418 |DEIBREYG  |SONIDO PROFESIONAL HASTA 50 PAX S.AUD   |          |      1 |    183.590 |    183.590 |CA15|RD2|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|R2|830063471 |1300138386|  30|04.06.2024|80029480 |DEIBREYG  |VIDEO CONFE OPC. 1 SIN PLATAFORMAS.AUD  |          |      1 |    764.960 |    764.960 |CA15|RD2|| |            |2  |05.06.2024|    |20240606  |     |
|ZSU3|R2|830063471 |1300138386|  40|04.06.2024|80042390 |DEIBREYG  |SALA ZOOM 500 PAX  SO/TE TEC PERMA S.AUD|          |      1 |    385.000 |    385.000 |CA15|RD2|| |            |2  |05.06.2024|    |20240606  |     |
|ZSUA|8D|830000167 |1300138440|  10|04.06.2024|80030459 |GLORRODS  |SERVICIO CERTIFICACION INVIMA HACCP     |          |      1 |  5.036.036 |  5.036.036 |CC33|B47|| |            |2  |05.06.2024|    |20240604  |     |
|ZSUA|8D|830000167 |1300138440|  20|04.06.2024|80030459 |GLORRODS  |SERVICIO CERTIFICACION INVIMA HACCP     |          |      1 |  4.222.815 |  4.222.815 |CC33|B47|| |            |2  |05.06.2024|    |20240604  |     |
|ZSUA|8D|830000167 |1300138440|  30|04.06.2024|80030459 |GLORRODS  |SERVICIO CERTIFICACION INVIMA HACCP     |          |      1 |  4.222.815 |  4.222.815 |CC33|B47|| |            |2  |05.06.2024|    |20240604  |     |
|ZSU3|RG|800210865 |1300138441|  10|04.06.2024|80035117 |DAYAVEGPOB|AYB MULTI SANDWICH +BEBIDA400ML MULTIPAR|          |     94 |     13.000 |  1.222.000 |CA83|RE6|| |            |2  |05.06.2024|    |20240626  |     |
|ZSU3|RG|800210865 |1300138441|  20|04.06.2024|80035143 |DAYAVEGPOB|AYB PRINCIPAL ESPAGUETI 1VACREC MULTIPAR|          |     94 |     15.000 |  1.410.000 |CA83|RE6|| |            |2  |05.06.2024|    |20240626  |     |
|ZSU3|RG|800210865 |1300138441|  30|04.06.2024|80035104 |DAYAVEGPOB|AYB REFRIGERIOS MANTECADA MULTIPAR      |          |     94 |      4.600 |    432.400 |CA83|RE6|| |            |2  |05.06.2024|    |20240626  |     |
|ZSU3|RG|901273370 |1300138442|  10|04.06.2024|80023754 |LINARIAR  |FACILITADOR HORA SEMINARIO              |          |      4 |    208.784 |    835.136 |CA83|RE6|| |            |2  |05.06.2024|    |20240605  |     |
|ZSU3|R9|900055423 |1300138168|  20|02.06.2024|80036063 |JAVIRODG  |LAVADO MANTEL EXTRAGRANDE 4MTS LAVAMATIC|          |      9 |     10.491 |     94.419 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSU3|R9|900055423 |1300138168|  30|02.06.2024|80036071 |JAVIRODG  |LAVADO PETO DEPORTIVO NORMAL LAVAMATIC  |          |     89 |      2.000 |    178.000 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSU3|R9|900055423 |1300138168|  40|02.06.2024|80036073 |JAVIRODG  |LAVADO SERVILLETA 50 x 50CMS LAVAMATIC  |          |    378 |        544 |    205.632 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSU3|R9|900055423 |1300138168|  50|02.06.2024|80036074 |JAVIRODG  |LAVADO TAPA  GRANDE LAVAMATIC           |          |    208 |      5.245 |  1.090.960 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSU3|R9|900055423 |1300138168|  60|02.06.2024|80036078 |JAVIRODG  |LAVADO TAPA MANTEL LICRA ENCAU LAVAMATIC|          |     39 |      5.245 |    204.555 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSU3|R9|900055423 |1300138168|  70|02.06.2024|80036082 |JAVIRODG  |LAVADO CHAQUETA IMPERMEABLE LAVAMATIC   |          |      2 |      9.500 |     19.000 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSU3|R9|900055423 |1300138168|  80|02.06.2024|80036095 |JAVIRODG  |LAVADO ATUENDO SACERDOTE LAVAMATIC      |          |      2 |     13.660 |     27.320 |CA27|H08|| |            |2  |07.01.2026|    |20240602  |     |
|ZSUA|V2|79432818  |1300138322|  10|02.06.2024|         |KAREVARL  |                                        |          |      1 |  5.355.000 |  5.355.000 |CA05|VES|| |            |2  |04.06.2024|    |20240602  |     |
