---------------------------------------------------------------------------------------------------------------------------------------------------
|Sol.pedido|Pos.|Fe.solic. |Material|Creado por|Texto breve                             |Pedido    |  Cantidad|Ce. |GCp||B|Gest.       |Stat.trat.|
|1300139287| 110|09.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      200 |CA27|H08|| |            |03        |
|1300139287| 120|09.10.2025|80038766|ADMCC_POD |AYB JUGO DE CAJA J.ARIAS                |          |      200 |CA27|H08|| |            |03        |
|1300139287| 130|09.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      200 |CA27|H08|| |            |03        |
|1300139287| 140|09.10.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |      200 |CA27|H08|| |            |03        |
|1300139287| 150|09.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      200 |CA27|H08|| |            |03        |
|1300139287| 160|09.10.2025|80038766|ADMCC_POD |AYB JUGO DE CAJA J.ARIAS                |          |      200 |CA27|H08|| |            |03        |
|1300139288|  10|09.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       50 |CA27|H08|| |            |03        |
|1300139288|  20|09.10.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |       50 |CA27|H08|| |            |03        |
|1300139288|  30|09.10.2025|80038766|ADMCC_POD |AYB JUGO DE CAJA J.ARIAS                |          |       50 |CA27|H08|| |            |03        |
|1300139288|  40|09.10.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CA27|H08|| |            |03        |
|1300139288|  50|09.10.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        3 |CA27|H08|| |            |03        |
|1300139289|  10|09.10.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CC21|RD4|| |            |03        |
|1300139284|  10|08.10.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CA15|RD2|| |            |03        |
|1300139284|  20|08.10.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        2 |CA15|RD2|| |            |03        |
|1300139284|  30|08.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       50 |CA15|RD2|| |            |03        |
|1300139284|  40|08.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      100 |CA15|RD2|| |            |03        |
|1300139284|  50|08.10.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |      100 |CA15|RD2|| |            |03        |
|1300139284|  60|08.10.2025|80039429|ADMCC_POD |AYB TAMAL MINI 300 GR L.GUSTOSIT        |          |      100 |CA15|RD2|| |            |03        |
|1300139284|  70|08.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      100 |CA15|RD2|| |            |03        |
|1300139285|  10|08.10.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |      200 |CA27|H08|| |            |03        |
|1300139286|  10|08.10.2025|80039429|ADMCC_POD |AYB TAMAL MINI 300 GR L.GUSTOSIT        |          |      200 |CE53|C54|| |            |03        |
|1300139286|  20|08.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      200 |CE53|C54|| |            |03        |
|1300139286|  30|08.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      200 |CE53|C54|| |            |03        |
|1300139282|  10|07.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       50 |CA15|RD2|| |            |03        |
|1300139282|  20|07.10.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |       50 |CA15|RD2|| |            |03        |
|1300139282|  30|07.10.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |      100 |CA15|RD2|| |            |03        |
|1300139282|  40|07.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      100 |CA15|RD2|| |            |03        |
|1300139283|  10|07.10.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |       50 |CA65|RD4|| |            |03        |
|1300139283|  20|07.10.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |       50 |CA65|RD4|| |            |03        |
|1300139283|  30|07.10.2025|80038766|ADMCC_POD |AYB JUGO DE CAJA J.ARIAS                |          |      100 |CA65|RD4|| |            |03        |
|1300139283|  40|07.10.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |      100 |CA65|RD4|| |            |03        |
|1300139281|  10|06.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       60 |CA27|H08|| |            |03        |
|1300139281|  20|06.10.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |       60 |CA27|H08|| |            |03        |
|1300139281|  30|06.10.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |       60 |CA27|H08|| |            |03        |
|1300139281|  40|06.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |       60 |CA27|H08|| |            |03        |
|1300139281|  50|06.10.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |       60 |CA27|H08|| |            |03        |
|1300139281|  60|06.10.2025|80038766|ADMCC_POD |AYB JUGO DE CAJA J.ARIAS                |          |       60 |CA27|H08|| |            |03        |
|1300139281|  70|06.10.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |       60 |CA27|H08|| |            |03        |
|1300139281|  80|06.10.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |       60 |CA27|H08|| |            |03        |
|1300139280|  10|03.10.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       60 |CE53|C54|| |            |03        |
|1300139280|  20|03.10.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |       60 |CE53|C54|| |            |03        |
|1300139280|  30|03.10.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |       60 |CE53|C54|| |            |03        |
|1300139280|  40|03.10.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |       60 |CE53|C54|| |            |03        |
|1300139280|  50|03.10.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |       60 |CE53|C54|| |            |03        |
|1300139280|  60|03.10.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |       60 |CE53|C54|| |            |03        |
|1300139280|  70|03.10.2025|80038766|ADMCC_POD |AYB JUGO DE CAJA J.ARIAS                |          |       60 |CE53|C54|| |            |03        |
|1300139280|  80|03.10.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |       60 |CE53|C54|| |            |03        |
|1300139280|  90|03.10.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |       60 |CE53|C54|| |            |03        |
|1300139279|  10|02.10.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CA15|RD2|| |            |03        |
|1300139279|  20|02.10.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        2 |CA15|RD2|| |            |03        |
|1300139279|  30|02.10.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |       50 |CA15|RD2|| |            |03        |
|1300139266|  10|16.09.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |        1 |CA15|RD2|| |            |03        |
|1300139265|  10|08.09.2025|80045637|CARLREYV  |AYB DESAYUNO CAMPESTRE LA JIRA          |          |        1 |CA65|RD4|| |            |03        |
|1300139265|  20|08.09.2025|80045638|CARLREYV  |AYB DESAYUNO SALUDABLE LA JIRA          |          |        1 |CA65|RD4|| |            |03        |
|1300139265|  30|08.09.2025|80045639|CARLREYV  |AYB DESAYUNO RUSTICO LA JIRA            |          |        1 |CA65|RD4|| |            |03        |
|1300139263|  10|03.09.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CA65|RD4|| |            |03        |
|1300139264|  10|03.09.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      150 |CE53|C54|| |            |03        |
|1300139262|  10|27.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        1 |CA65|RD4|| |            |03        |
|1300139261|  30|20.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        8 |CA15|RD2|| |            |03        |
|1300139260|  10|19.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |    3.800 |CA65|RD4|| |            |03        |
|1300139260|  20|19.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |       11 |CA65|RD4|| |            |03        |
|1300139261|  10|19.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |        4 |CA15|RD2|| |            |03        |
|1300139261|  20|19.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       56 |CA15|RD2|| |            |03        |
|1300139259|  10|17.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      300 |CE53|C54|| |            |03        |
|1300139259|  20|17.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |       48 |CE53|C54|| |            |03        |
|1300139242|  70|16.08.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |       70 |CA27|H08|| |            |03        |
|1300139246|  70|16.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        4 |CA15|RD2|| |            |03        |
|1300139246|  80|16.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        6 |CA15|RD2|| |            |03        |
|1300139247|  70|16.08.2025|80034935|ADMCC_POD |GASTOS ADMINISTRATIVOS BIGPASS          |          |       80 |CE53|C54|| |            |03        |
|1300139248|  70|16.08.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |      219 |CA27|H08|| |            |03        |
|1300139247|  50|15.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      290 |CE53|C54|| |            |03        |
|1300139247|  60|15.08.2025|80034936|ADMCC_POD |TARJETA BIGPASS PLASTICO                |          |       80 |CE53|C54|| |            |03        |
|1300139251|  70|15.08.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |       89 |CA65|RD4|| |            |03        |
|1300139251|  80|15.08.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |       90 |CA65|RD4|| |            |03        |
|1300139258|  10|15.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |       50 |CA12|H04|| |            |03        |
|1300139258|  20|15.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      795 |CA12|H04|| |            |03        |
|1300139258|  30|15.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      300 |CA12|H04|| |            |03        |
|1300139258|  40|15.08.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |      132 |CA12|H04|| |            |03        |
|1300139242|  60|14.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |       35 |CA27|H08|| |            |03        |
|1300139247|  40|14.08.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |       55 |CE53|C54|| |            |03        |
|1300139248|  50|14.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CA27|H08|| |            |03        |
|1300139248|  60|14.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        3 |CA27|H08|| |            |03        |
|1300139250|  50|14.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      100 |CA12|H04|| |            |03        |
|1300139250|  60|14.08.2025|80034935|ADMCC_POD |GASTOS ADMINISTRATIVOS BIGPASS          |          |      200 |CA12|H04|| |            |03        |
|1300139251|  50|14.08.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |      120 |CA65|RD4|| |            |03        |
|1300139251|  60|14.08.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |      210 |CA65|RD4|| |            |03        |
|1300139256|  40|14.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      500 |CA65|RD4|| |            |03        |
|1300139256|  50|14.08.2025|80034936|ADMCC_POD |TARJETA BIGPASS PLASTICO                |          |       40 |CA65|RD4|| |            |03        |
|1300139257|  30|14.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |      400 |CA15|RD2|| |            |03        |
|1300139257|  40|14.08.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |       30 |CA15|RD2|| |            |03        |
|1300139242|  40|13.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |       15 |CA27|H08|| |            |03        |
|1300139242|  50|13.08.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |       45 |CA27|H08|| |            |03        |
|1300139244|  30|13.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        2 |CA12|H04|| |            |03        |
|1300139244|  40|13.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        3 |CA12|H04|| |            |03        |
|1300139245|  40|13.08.2025|80034935|ADMCC_POD |GASTOS ADMINISTRATIVOS BIGPASS          |          |      100 |CA65|RD4|| |            |03        |
|1300139245|  50|13.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      125 |CA65|RD4|| |            |03        |
|1300139245|  60|13.08.2025|80034936|ADMCC_POD |TARJETA BIGPASS PLASTICO                |          |      150 |CA65|RD4|| |            |03        |
|1300139246|  40|13.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      500 |CA15|RD2|| |            |03        |
|1300139246|  50|13.08.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |       80 |CA15|RD2|| |            |03        |
|1300139246|  60|13.08.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |       50 |CA15|RD2|| |            |03        |
|1300139248|  30|13.08.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |       50 |CA27|H08|| |            |03        |
|1300139248|  40|13.08.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |      129 |CA27|H08|| |            |03        |
|1300139249|  40|13.08.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |      150 |CE53|C54|| |            |03        |
|1300139249|  50|13.08.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |      150 |CE53|C54|| |            |03        |
|1300139250|  30|13.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      300 |CA12|H04|| |            |03        |
|1300139250|  40|13.08.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |      450 |CA12|H04|| |            |03        |
|1300139251|  40|13.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        4 |CA65|RD4|| |            |03        |
|1300139255|  10|13.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |       15 |CE53|C54|| |            |03        |
|1300139255|  20|13.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      500 |CE53|C54|| |            |03        |
|1300139255|  30|13.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |    1.000 |CE53|C54|| |            |03        |
|1300139256|  10|13.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |       40 |CA65|RD4|| |            |03        |
|1300139256|  20|13.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |    5.000 |CA65|RD4|| |            |03        |
|1300139256|  30|13.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      500 |CA65|RD4|| |            |03        |
|1300139257|  10|13.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |    2.500 |CA15|RD2|| |            |03        |
|1300139257|  20|13.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |       55 |CA15|RD2|| |            |03        |
|1300139240|  10|12.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |       50 |CA27|H08|| |            |03        |
|1300139241|  10|12.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |       30 |CA27|H08|| |            |03        |
|1300139242|  10|12.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        5 |CA27|H08|| |            |03        |
|1300139242|  20|12.08.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |      500 |CA27|H08|| |            |03        |
|1300139242|  30|12.08.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |      700 |CA27|H08|| |            |03        |
|1300139243|  10|12.08.2025|80038759|ADMCC_POD |AYB CRISPETAS J.ARIAS                   |          |      200 |CE53|C54|| |            |03        |
|1300139243|  20|12.08.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      135 |CE53|C54|| |            |03        |
|1300139243|  30|12.08.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |      500 |CE53|C54|| |            |03        |
|1300139244|  10|12.08.2025|80034936|ADMCC_POD |TARJETA BIGPASS PLASTICO                |          |      500 |CA12|H04|| |            |03        |
|1300139244|  20|12.08.2025|80034935|ADMCC_POD |GASTOS ADMINISTRATIVOS BIGPASS          |          |      800 |CA12|H04|| |            |03        |
|1300139245|  10|12.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        2 |CA65|RD4|| |            |03        |
|1300139245|  20|12.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |    1.000 |CA65|RD4|| |            |03        |
|1300139245|  30|12.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |    1.000 |CA65|RD4|| |            |03        |
|1300139246|  10|12.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      500 |CA15|RD2|| |            |03        |
|1300139246|  20|12.08.2025|80034935|ADMCC_POD |GASTOS ADMINISTRATIVOS BIGPASS          |          |      100 |CA15|RD2|| |            |03        |
|1300139246|  30|12.08.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      600 |CA15|RD2|| |            |03        |
|1300139247|  10|12.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        4 |CE53|C54|| |            |03        |
|1300139247|  20|12.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |        6 |CE53|C54|| |            |03        |
|1300139247|  30|12.08.2025|80038763|ADMCC_POD |AYB HAMBURGUESA WRAPS J.ARIAS           |          |       80 |CE53|C54|| |            |03        |
|1300139248|  10|12.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |      200 |CA27|H08|| |            |03        |
|1300139248|  20|12.08.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |      160 |CA27|H08|| |            |03        |
|1300139249|  10|12.08.2025|80038765|ADMCC_POD |AYB AGUA 600 ML J.ARIAS                 |          |    1.000 |CE53|C54|| |            |03        |
|1300139249|  20|12.08.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |       89 |CE53|C54|| |            |03        |
|1300139249|  30|12.08.2025|80038761|ADMCC_POD |AYB PERRO CALIENTE WRAPS J.ARIAS        |          |       46 |CE53|C54|| |            |03        |
|1300139250|  10|12.08.2025|80038764|ADMCC_POD |AYB FRESAS CON CHOCOLATE J.ARIAS        |          |      200 |CA12|H04|| |            |03        |
|1300139250|  20|12.08.2025|80038762|ADMCC_POD |AYB HAMBURGUESA J.ARIAS                 |          |      400 |CA12|H04|| |            |03        |
|1300139251|  10|12.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        7 |CA65|RD4|| |            |03        |
|1300139251|  20|12.08.2025|80034935|ADMCC_POD |GASTOS ADMINISTRATIVOS BIGPASS          |          |    1.000 |CA65|RD4|| |            |03        |
|1300139251|  30|12.08.2025|80034934|ADMCC_POD |BONO TARJETA BIGPASS                    |          |      900 |CA65|RD4|| |            |03        |
|1300139253|  10|12.08.2025|80033713|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A CUB F.SITE  |          |        5 |CA27|H08|| |            |03        |
|1300139253|  20|12.08.2025|80038760|ADMCC_POD |AYB PERRO CALIENTE J.ARIAS              |          |      300 |CA27|H08|| |            |03        |
|1300139254|  10|12.08.2025|80033714|ADMCC_POD |CANCHA FUT5 AMERICAS FRAN-A DES F.SITE  |          |       50 |CA65|RD4|| |            |03        |
|1300139254|  20|12.08.2025|80038758|ADMCC_POD |AYB ALGODON DE AZUCAR J.ARIAS           |          |    5.000 |CA65|RD4|| |            |03        |
|1300139239|  10|08.08.2025|80045151|CARLREYV  |AGUA BRISA PET X 600 ML                 |          |        1 |CA65|RD4|| |            |03        |
|1300139239|  20|08.08.2025|80045152|CARLREYV  |AGUA BRISA ECOFLEX X 1.000 ML           |          |        1 |CA65|RD4|| |            |03        |
